NUMERO DE INVENTARIO ;DENOMINACAO DE IMOBILIZADO;incorporacao em;IDADES DOS  INTENS ;LOCALIZACAO;LOCALIZACAO_NO_SAP
1287810;BANCO P/JARDIM DE POLIETILENO C/ENCOSTO - FRESO;19/12/2018;5;11170013;A_CLASSIFICAR
1314973;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170013;A_CLASSIFICAR
1054500;CARRO PLATAFORMA-800KG;05/09/2012;11;11170013;A_CLASSIFICAR
1218678;CONJ. BALDE/ESPREMEDOR PLASTICO - PITAIEX;13/12/2016;7;11170013;A_CLASSIFICAR
1219431;CORTADOR DE GRAMA A GASOLINA 6,0HP / KAWASHIMA;04/01/2017;7;11170013;A_CLASSIFICAR
1566376;APARELHO ABDOMINAL ACABAMENTO PRETO;30/04/2024;0;11170034;A_CLASSIFICAR
1566375;APARELHO REMADA SENTADO C/APOIO - PRETO;30/04/2024;0;11170034;A_CLASSIFICAR
1301543;CAT Maria Ap. J. P. Menezes - Barretos;01/12/2016;7;11170034;A_CLASSIFICAR
1301407;CAT Maria Ap. J. P.Menezes - Barretos;27/08/2011;12;11170034;A_CLASSIFICAR
1552361;LIXADEIRA ROTO ORBITAL 220V;28/03/2024;0;11170034;A_CLASSIFICAR
1566380;MAQUINA GRAVITON;30/04/2024;0;11170034;A_CLASSIFICAR
1566381;MAQUINA POLIA ALTA SIMPLES COR PRETA;30/04/2024;0;11170034;A_CLASSIFICAR
1566382;MAQUINA POLIA ALTA SIMPLES COR PRETA;30/04/2024;0;11170034;A_CLASSIFICAR
1541271;MESA DE PEBOLIM OFICIAL;23/02/2024;0;11170034;A_CLASSIFICAR
1541272;MESA DE PEBOLIM OFICIAL;23/02/2024;0;11170034;A_CLASSIFICAR
1541273;MESA DE PEBOLIM OFICIAL;23/02/2024;0;11170034;A_CLASSIFICAR
1541274;MESA DE PEBOLIM OFICIAL;23/02/2024;0;11170034;A_CLASSIFICAR
1566377;PROJETOR MULTIMIDIA P/SALAS;30/04/2024;0;11170034;A_CLASSIFICAR
1566378;SUPORTE P/DUMBELLS E DUMBELLS;30/04/2024;0;11170034;A_CLASSIFICAR
1566379;TORRE VERTICAL P/HALTERES;30/04/2024;0;11170034;A_CLASSIFICAR
1161915;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170035;PORTARIA
1287811;BANCO P/JARDIM DE POLIETILENO C/ENCOSTO - FRESO;19/12/2018;5;11170035;PORTARIA
1116838;BEBEDOURO ELETRICO DE MESA P/ GARRAFAO;22/08/2013;10;11170035;PORTARIA
1206241;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170035;PORTARIA
1206264;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170035;PORTARIA
1389421;CATRACA INTERNA C/PEDESTAL HENRY-LUMEN;19/07/2021;2;11170035;PORTARIA
1389422;CATRACA INTERNA C/PEDESTAL HENRY-LUMEN;19/07/2021;2;11170035;PORTARIA
1389423;CATRACA INTERNA C/PEDESTAL HENRY-LUMEN;19/07/2021;2;11170035;PORTARIA
1389424;CATRACA INTERNA C/PEDESTAL HENRY-LUMEN;19/07/2021;2;11170035;PORTARIA
1368437;IMPRESSORA TERMICA DE ETIQUETAS QRCODE;11/01/2021;3;11170035;PORTARIA
1226006;MICROCOMPUTADOR PARA LIE (ANEXO) - DELL;17/02/2017;7;11170035;PORTARIA
1227377;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170035;PORTARIA
1517997;RADIO TRANSCEPTOR 900MHZ;29/08/2023;0;11170035;PORTARIA
1177644;RADIO TRANSCEPTOR UHF/FM 900MHZ-MOTOROLA;01/08/2014;9;11170035;PORTARIA
829281;SWITCH 24 PT-3COM;19/10/2009;14;11170035;PORTARIA
1223876;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170036;SECRETARIA
1223877;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170036;SECRETARIA
1223882;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170036;SECRETARIA
1223884;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170036;SECRETARIA
1226170;ARMARIO BAIXO 2 PRATELEIRAS - MODILAC;20/02/2017;7;11170036;SECRETARIA
1226172;ARMARIO BAIXO 2 PRATELEIRAS - MODILAC;20/02/2017;7;11170036;SECRETARIA
1226173;ARMARIO BAIXO 2 PRATELEIRAS - MODILAC;20/02/2017;7;11170036;SECRETARIA
1226174;ARMARIO BAIXO 2 PRATELEIRAS - MODILAC;20/02/2017;7;11170036;SECRETARIA
1226178;ARMARIO BAIXO 2 PRATELEIRAS - MODILAC;20/02/2017;7;11170036;SECRETARIA
1226188;ARMARIO BAIXO 2 PRATELEIRAS - MODILAC;20/02/2017;7;11170036;SECRETARIA
1219429;ARMARIO BAIXO 880X800X500MM 2 PRAT./KROLL;05/01/2017;7;11170036;SECRETARIA
1219430;ARMARIO BAIXO 880X800X500MM 2 PRAT./KROLL;05/01/2017;7;11170036;SECRETARIA
1162614;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP-TSW;19/05/2014;9;11170036;SECRETARIA
1162615;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP-TSW;19/05/2014;9;11170036;SECRETARIA
1226224;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP. - ARMAZENA;23/02/2017;7;11170036;SECRETARIA
1226225;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP. - ARMAZENA;23/02/2017;7;11170036;SECRETARIA
1226226;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP. - ARMAZENA;23/02/2017;7;11170036;SECRETARIA
1226227;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP. - ARMAZENA;23/02/2017;7;11170036;SECRETARIA
1226228;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP. - ARMAZENA;23/02/2017;7;11170036;SECRETARIA
1226229;ARQUIVO DE ACO C/GAVETAS P/PASTA SUSP. - ARMAZENA;23/02/2017;7;11170036;SECRETARIA
1241345;BEBEDOURO DE MESA P/GARRAFAO 110V/ BRITANIA;05/05/2017;7;11170036;SECRETARIA
1201357;CADEIRA FIXA TECIDO PRETO - FRISOKAR;13/02/2015;9;11170036;SECRETARIA
1201359;CADEIRA FIXA TECIDO PRETO - FRISOKAR;13/02/2015;9;11170036;SECRETARIA
1201370;CADEIRA FIXA TECIDO PRETO - FRISOKAR;13/02/2015;9;11170036;SECRETARIA
1201386;CADEIRA FIXA TECIDO PRETO - FRISOKAR;13/02/2015;9;11170036;SECRETARIA
1201387;CADEIRA FIXA TECIDO PRETO - FRISOKAR;13/02/2015;9;11170036;SECRETARIA
1047026;CADEIRA GIRATORIA;29/06/2012;11;11170036;SECRETARIA
1206243;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170036;SECRETARIA
1206252;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170036;SECRETARIA
1332812;CADEIRA P/STAFF (C1) TECIDO PRETO;04/02/2020;4;11170036;SECRETARIA
1292976;CELULAR ANDROID ONE XT1941-3 MOTOROLA;25/02/2019;5;11170036;SECRETARIA
1492334;ENCADERNADORA MANUAL P/ESPIRAL;31/10/2022;1;11170036;SECRETARIA
1160789;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160790;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160791;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160792;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160793;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160795;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160796;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160797;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160811;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160812;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1160817;ESTANTE DE ACO CINZA C/6 PRATELEIRAS-MARZO;09/05/2014;10;11170036;SECRETARIA
1233810;GAVETEIRO VOLANTE-400X500X660MM PLATINA/ MODILAC;14/03/2017;7;11170036;SECRETARIA
1233815;GAVETEIRO VOLANTE-400X500X660MM PLATINA/ MODILAC;14/03/2017;7;11170036;SECRETARIA
1390808;IMPRESSORA P/CARTAO/CRACHA DUPLEX;31/07/2021;2;11170036;SECRETARIA
1146294;IMPRESSORA TERMICA COM CONEXAO USB - EPSON;06/03/2014;10;11170036;SECRETARIA
1146319;IMPRESSORA TERMICA COM CONEXAO USB - EPSON;06/03/2014;10;11170036;SECRETARIA
1302200;IMPRESSORA TERMICA PORTATIL;23/05/2019;4;11170036;SECRETARIA
1302201;IMPRESSORA TERMICA PORTATIL;23/05/2019;4;11170036;SECRETARIA
1195647;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170036;SECRETARIA
1195648;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170036;SECRETARIA
1195649;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170036;SECRETARIA
1226155;MESA EM L C/COMPLEMENTO CIRCULAR L-139 - MODILAC;20/02/2017;7;11170036;SECRETARIA
1306625;MICROCOMPUTADOR ADMINISTRATIVO;25/06/2019;4;11170036;SECRETARIA
1227298;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170036;SECRETARIA
1227319;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170036;SECRETARIA
1227329;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170036;SECRETARIA
1227333;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170036;SECRETARIA
1509056;MICROCOMPUTADOR CORPORATIVO;27/04/2023;1;11170036;SECRETARIA
1509057;MICROCOMPUTADOR CORPORATIVO;27/04/2023;1;11170036;SECRETARIA
1509058;MICROCOMPUTADOR CORPORATIVO;27/04/2023;1;11170036;SECRETARIA
1509288;MICROCOMPUTADOR CORPORATIVO;28/04/2023;1;11170036;SECRETARIA
1226066;MICROCOMPUTADOR PARA LIE - DELL;15/02/2017;7;11170036;SECRETARIA
1226021;MICROCOMPUTADOR PARA LIE (ANEXO) - DELL;17/02/2017;7;11170036;SECRETARIA
1226080;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170036;SECRETARIA
1227346;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170036;SECRETARIA
1227356;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170036;SECRETARIA
1227359;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170036;SECRETARIA
1227367;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170036;SECRETARIA
1226149;MONITOR DE VIDEO 21.5 POLEGADAS - DELL;28/02/2017;7;11170036;SECRETARIA
1509569;MONITOR DE VIDEO 23,8 POLEGADAS - DELL;30/04/2023;1;11170036;SECRETARIA
1509576;MONITOR DE VIDEO 23,8 POLEGADAS - DELL;30/04/2023;1;11170036;SECRETARIA
1509577;MONITOR DE VIDEO 23,8 POLEGADAS - DELL;30/04/2023;1;11170036;SECRETARIA
1509578;MONITOR DE VIDEO 23,8 POLEGADAS - DELL;30/04/2023;1;11170036;SECRETARIA
1307761;MONITOR DE VIDEO LED 21,5 POLEGADAS;30/06/2019;4;11170036;SECRETARIA
1430409;NOTEBOOK CORPORATIVO;20/01/2022;2;11170036;SECRETARIA
1329301;NOTEBOOK PRODUTIVIDADE;16/01/2020;4;11170036;SECRETARIA
1527832;PLASTIFICADORA POLASEAL 23CM 110V;22/12/2023;0;11170036;SECRETARIA
1247124;PLASTIFICADORA POLASEAL 23CM 110V - SUPRIMAX;02/10/2017;6;11170036;SECRETARIA
1222943;PROJETOR MULTIMIDIA P/SALAS COM SUPORTE/ EPSON;14/02/2017;7;11170036;SECRETARIA
1534293;QUADRO BCO MAGNETICO CERAMICO 1,25X2,00M;26/01/2024;0;11170036;SECRETARIA
1534294;QUADRO BCO MAGNETICO CERAMICO 1,25X2,00M;26/01/2024;0;11170036;SECRETARIA
1534295;QUADRO BCO MAGNETICO CERAMICO 1,25X2,00M;26/01/2024;0;11170036;SECRETARIA
1177641;RADIO TRANSCEPTOR UHF/FM 900MHZ-MOTOROLA;01/08/2014;9;11170036;SECRETARIA
961208;REGISTRADOR ELETRONICO DE PONTO;01/07/2011;12;11170036;SECRETARIA
1219432;RELOGIO SINALEIRO PROGRAMAVEL 110/220V/ EASY;02/01/2017;7;11170036;SECRETARIA
1524300;TELEVISOR SMART 55 POLEGADAS 4K;23/11/2023;0;11170036;SECRETARIA
1141040;MONITOR 19P  E1914H  MC. DELL;04/02/2014;10;11170037;SERVIDOR
1319508;NOBREAK 3 KVA SALA SERVIDOR UNIDADES;08/08/2019;4;11170037;SERVIDOR
1178302;NOBREAK 3KVA SENOIDAL - LACERDA;29/08/2014;9;11170037;SERVIDOR
1092155;PABX-HIPATH 1150-SIEMENS;04/04/2013;11;11170037;SERVIDOR
1141007;SERVIDOR  POWEREDGE T420  DELL;04/02/2014;10;11170037;SERVIDOR
1525611;SERVIDOR UNID GRANDE PORTE-EQUIPAMENTO;11/12/2023;0;11170037;SERVIDOR
722647;SWITCH;19/02/2009;15;11170037;SERVIDOR
722648;SWITCH;19/02/2009;15;11170037;SERVIDOR
707389;SWITCH L2 -  26 PORTAS  - 3 COM;05/12/2007;16;11170037;SERVIDOR
707422;SWITCH L2 -  26 PORTAS  - 3 COM;05/12/2007;16;11170037;SERVIDOR
707463;SWITCH L2 -  26 PORTAS  - 3 COM;05/12/2007;16;11170037;SERVIDOR
1034776;SWITCH L3 CORE UNIDADES-HP;23/03/2012;12;11170037;SERVIDOR
1223879;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1154713;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154714;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154715;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154716;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154717;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154718;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154719;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154720;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154721;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154722;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154723;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154724;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154725;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154726;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154727;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154728;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154693;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1154694;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170038;SALA_DE_AULA_01
1455385;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455386;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455388;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455389;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455390;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455391;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455392;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1455393;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170038;SALA_DE_AULA_01
1230302;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230303;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230308;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230310;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230318;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230320;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230336;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230342;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230347;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230349;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230350;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230351;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230352;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230354;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230355;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230356;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230357;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230358;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230359;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230362;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230363;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230364;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230370;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1230372;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170038;SALA_DE_AULA_01
1206245;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170038;SALA_DE_AULA_01
1352900;FLIP CHART 700 X 1000MM ALUMINIO;30/06/2020;3;11170038;SALA_DE_AULA_01
1195643;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170038;SALA_DE_AULA_01
1223783;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223784;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223785;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223786;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223787;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223788;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223790;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1223791;MESA SEXTAVADA P/SALA DE AULA BORDA VER./MODILAC;11/02/2017;7;11170038;SALA_DE_AULA_01
1227302;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170038;SALA_DE_AULA_01
1227347;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170038;SALA_DE_AULA_01
1222944;PROJETOR MULTIMIDIA P/SALAS COM SUPORTE/ EPSON;14/02/2017;7;11170038;SALA_DE_AULA_01
1220765;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170038;SALA_DE_AULA_01
1220766;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170038;SALA_DE_AULA_01
1223880;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170039;SALA_DE_AULA_02
1219427;ARMARIO BAIXO 880X800X500MM 2 PRAT./KROLL;05/01/2017;7;11170039;SALA_DE_AULA_02
1154711;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154712;ARMARIO DE ACO C/02 VAOS CINZA/ VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154695;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154696;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154697;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154698;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154699;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154700;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154701;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154702;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154703;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154704;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154705;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154706;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154707;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154708;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154709;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1154710;ARMARIO DE ACO C/02 VAOS CINZA/VERMELHO-WRP;11/04/2014;10;11170039;SALA_DE_AULA_02
1455387;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170039;SALA_DE_AULA_02
1455394;CADEIRA CONCHA INFANTIL VERMELHA;23/06/2022;1;11170039;SALA_DE_AULA_02
1230304;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230305;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230306;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230307;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230309;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230311;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230312;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230313;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230314;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230321;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230323;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230325;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230326;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230328;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
1230329;CADEIRA CONCHA INFANTIL VERMELHA/ CEQUIPEL;08/03/2017;7;11170039;SALA_DE_AULA_02
