NUMERO DE INVENTARIO ;DENOMINACAO DE IMOBILIZADO;incorporacao em;IDADES DOS  INTENS ;LOCALIZACAO;LOCALIZACAO_NO_SAP
1314912;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314930;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314934;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314935;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314936;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314940;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314941;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314943;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314955;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314957;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314961;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314963;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314965;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1314971;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170063;SALA_DE_AULA_12
1172599;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172615;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1171588;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172534;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172539;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172541;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172544;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172545;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172547;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172549;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172552;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172553;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172563;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172564;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170063;SALA_DE_AULA_12
1172274;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170063;SALA_DE_AULA_12
1172285;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170063;SALA_DE_AULA_12
1172292;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170063;SALA_DE_AULA_12
1172305;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170063;SALA_DE_AULA_12
1172313;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170063;SALA_DE_AULA_12
1195651;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170063;SALA_DE_AULA_12
1227296;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170063;SALA_DE_AULA_12
1227341;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170063;SALA_DE_AULA_12
1222942;PROJETOR MULTIMIDIA P/SALAS COM SUPORTE/ EPSON;14/02/2017;7;11170063;SALA_DE_AULA_12
1220795;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170063;SALA_DE_AULA_12
1220796;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170063;SALA_DE_AULA_12
1161964;ARMARIO ACO 04 VAOS VERM/CINZA CLARO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161965;ARMARIO ACO 04 VAOS VERM/CINZA CLARO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161927;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161935;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161811;ARMARIO DE ACO C/04 VAOS CINZA/VERMELHO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161812;ARMARIO DE ACO C/04 VAOS CINZA/VERMELHO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161813;ARMARIO DE ACO C/04 VAOS CINZA/VERMELHO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161828;ARMARIO DE ACO C/04 VAOS CINZA/VERMELHO-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161793;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161794;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161795;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161796;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161799;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161800;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161807;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1161808;ARMARIO DE ACO C/04 VAOS VERMELHO/CINZA-SCHEFFER;15/05/2014;10;11170064;SALA_DE_AULA_13
1206230;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170064;SALA_DE_AULA_13
1314873;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314881;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314885;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314889;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314891;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314899;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314901;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314902;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314903;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314905;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314909;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314920;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314921;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314922;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314924;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314925;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314926;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314928;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314929;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314938;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1314942;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170064;SALA_DE_AULA_13
1172598;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1172613;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1171599;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1172536;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1172540;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1172556;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1172584;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170064;SALA_DE_AULA_13
1172250;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170064;SALA_DE_AULA_13
1172271;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170064;SALA_DE_AULA_13
1172276;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170064;SALA_DE_AULA_13
1172301;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170064;SALA_DE_AULA_13
1172312;CADEIRA UNIV. AMARELA.C/PRANCH.-DESTRO-CEQUIPEL;24/06/2014;9;11170064;SALA_DE_AULA_13
1195652;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170064;SALA_DE_AULA_13
1227337;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170064;SALA_DE_AULA_13
1227382;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170064;SALA_DE_AULA_13
1435553;PROJETOR MULTIMIDIA INTERATIVO;11/03/2022;2;11170064;SALA_DE_AULA_13
1220793;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170064;SALA_DE_AULA_13
1220794;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170064;SALA_DE_AULA_13
1351885;ACCESS POINT PARA USO INDOOR;11/05/2020;4;11170065;SALA_DE_AULA_14
1351886;ACCESS POINT PARA USO INDOOR;11/05/2020;4;11170065;SALA_DE_AULA_14
1223852;ARMARIO ALTO POST FORM CINZA C/2 PORTAS/MODILAC;11/02/2017;7;11170065;SALA_DE_AULA_14
1206231;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170065;SALA_DE_AULA_14
1236037;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236038;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236039;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236040;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236041;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236042;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236043;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236044;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236045;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236046;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236047;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236048;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236049;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236050;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236051;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236052;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236053;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236054;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236055;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236056;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236057;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236058;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236059;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236060;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236061;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236062;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236063;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236064;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236065;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236066;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236067;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236068;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236069;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236070;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236071;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236072;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236073;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236074;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236075;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1236076;CADEIRA POLIPROPILENO AZUL ESTR. CINZA - PECINI;29/03/2017;7;11170065;SALA_DE_AULA_14
1497998;CARRINHO DE CARGA E TRANSP. DE NOTEBOOKS;10/02/2023;1;11170065;SALA_DE_AULA_14
1195653;MESA EM L C/COMPLEMENTO CIRCULAR - LACHI;16/12/2014;9;11170065;SALA_DE_AULA_14
1233826;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233828;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233830;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233833;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233836;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233837;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233843;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233845;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1233846;MESA ESCOLAR 1400X700X740MM CINZA/ MODILAC;14/03/2017;7;11170065;SALA_DE_AULA_14
1227308;MICROCOMPUTADOR ADMINISTRATIVO BASICO - DELL;17/02/2017;7;11170065;SALA_DE_AULA_14
1227363;MONITOR DE VIDEO 21,5 POLEGADAS - DELL;28/02/2017;7;11170065;SALA_DE_AULA_14
1491109;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491110;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491111;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491112;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491113;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491114;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491115;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491116;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491117;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491118;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491119;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491120;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491121;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491122;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491123;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491124;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491125;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491126;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491127;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491128;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491129;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491130;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491131;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491132;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491133;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491134;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491135;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491136;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491137;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491138;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491139;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491140;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491141;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491142;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1491143;NOTEBOOK ALTO DESEMPENHO;25/10/2022;1;11170065;SALA_DE_AULA_14
1518147;PAINEL EXPOSITOR BRANCO MOVEL;30/08/2023;0;11170065;SALA_DE_AULA_14
1234737;PROJETOR MULTIMIDIA INTERATIVO - BENQ;21/03/2017;7;11170065;SALA_DE_AULA_14
1220791;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170065;SALA_DE_AULA_14
1220792;QUADRO BRANCO MAGNETICO 2000X1200MM/SOUZA;18/01/2017;7;11170065;SALA_DE_AULA_14
1161850;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161854;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161855;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161865;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161866;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161872;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161873;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161877;ARMARIO DE ACO C/04 VAOS AMARELO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161892;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161900;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161917;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161918;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161920;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161928;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161932;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161942;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1161950;ARMARIO DE ACO C/04 VAOS CINZA CLARO-SCHEFFER;15/05/2014;10;11170066;SALA_DE_AULA_15
1206227;CADEIRA GIRATORIA P/STAFF TECIDO PRETO - WRP;09/04/2015;9;11170066;SALA_DE_AULA_15
1314890;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1314896;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1314923;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1314951;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1314954;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1314959;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1314996;CADEIRA UNIV. AMAR. C/PRANCHETA-DESTRO;23/07/2019;4;11170066;SALA_DE_AULA_15
1172589;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170066;SALA_DE_AULA_15
1172600;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170066;SALA_DE_AULA_15
1172601;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170066;SALA_DE_AULA_15
1172603;CADEIRA UNIV. AMARELA. C/PRANCH.-CANHOTO-CEQUIPEL;13/06/2014;9;11170066;SALA_DE_AULA_15
1171587;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170066;SALA_DE_AULA_15
1171594;CADEIRA UNIV. AMARELA. C/PRANCH.-DESTRO-CEQUIPEL;13/06/2014;9;11170066;SALA_DE_AULA_15
